experiment_name,backend,mpi_ranks,omp_threads,num_qubits,circuit_depth,num_cuts,total_tasks,batch_size,chunk_records,compute_seconds,write_seconds,read_seconds,total_seconds,global_sum,records_written,bytes_written,files_created,tasks_per_second,max_buffer_mb
single_hdf5_mpi1_b4096_c65536_cuts6_t4_rep0,single_hdf5,1,4,28,120,6,9597401,4096,65536,0.715863,0.487126,0.257122,1.474085,-0.015582,9597401,614233664,1,6510749.334969,0.250000
single_hdf5_mpi1_b4096_c65536_cuts6_t8_rep0,single_hdf5,1,8,28,120,6,9597401,4096,65536,0.746601,0.491699,0.257932,1.510387,-0.015582,9597401,614233664,1,6354264.239864,0.250000
single_hdf5_mpi1_b4096_c65536_cuts6_t12_rep0,single_hdf5,1,12,28,120,6,9597401,4096,65536,0.780280,0.490260,0.261607,1.546710,-0.015582,9597401,614233664,1,6205042.764943,0.250000
single_hdf5_mpi1_b4096_c65536_cuts8_t4_rep0,single_hdf5,1,4,28,120,8,50000000,4096,65536,3.733688,2.520600,1.326168,7.654078,0.000027,50000000,3200000000,1,6532465.411374,0.250000
single_hdf5_mpi1_b4096_c65536_cuts8_t8_rep0,single_hdf5,1,8,28,120,8,50000000,4096,65536,3.905162,2.596256,1.331257,7.907071,0.000027,50000000,3200000000,1,6323454.167626,0.250000
single_hdf5_mpi1_b4096_c65536_cuts8_t12_rep0,single_hdf5,1,12,28,120,8,50000000,4096,65536,4.071582,2.571723,1.337988,8.054715,0.000027,50000000,3200000000,1,6207544.144306,0.250000
single_hdf5_mpi1_b16384_c4096_cuts4_t4_rep0,single_hdf5,1,4,28,120,4,599837,16384,4096,0.042157,0.023544,0.017691,0.092711,-0.010880,599837,38389568,1,6469976.415273,1.000000
single_hdf5_mpi1_b16384_c4096_cuts4_t8_rep0,single_hdf5,1,8,28,120,4,599837,16384,4096,0.042813,0.023529,0.018201,0.093824,-0.010880,599837,38389568,1,6393205.756706,1.000000
single_hdf5_mpi1_b16384_c4096_cuts4_t12_rep0,single_hdf5,1,12,28,120,4,599837,16384,4096,0.046083,0.024814,0.018267,0.098726,-0.010880,599837,38389568,1,6075762.269945,1.000000
single_hdf5_mpi1_b16384_c4096_cuts6_t4_rep0,single_hdf5,1,4,28,120,6,9597401,16384,4096,0.682667,0.364395,0.285048,1.476949,-0.015582,9597401,614233664,1,6498124.145707,1.000000
single_hdf5_mpi1_b16384_c4096_cuts6_t8_rep0,single_hdf5,1,8,28,120,6,9597401,16384,4096,0.687676,0.373937,0.288958,1.499935,-0.015582,9597401,614233664,1,6398543.989313,1.000000
single_hdf5_mpi1_b16384_c4096_cuts6_t12_rep0,single_hdf5,1,12,28,120,6,9597401,16384,4096,0.686418,0.372154,0.284254,1.490337,-0.015582,9597401,614233664,1,6439753.919592,1.000000
single_hdf5_mpi1_b16384_c4096_cuts8_t4_rep0,single_hdf5,1,4,28,120,8,50000000,16384,4096,3.572024,1.932152,1.502583,7.762545,0.000027,50000000,3200000000,1,6441186.167044,1.000000
single_hdf5_mpi1_b16384_c4096_cuts8_t8_rep0,single_hdf5,1,8,28,120,8,50000000,16384,4096,3.572628,1.938038,1.475787,7.741556,0.000027,50000000,3200000000,1,6458649.714595,1.000000
single_hdf5_mpi1_b16384_c4096_cuts8_t12_rep0,single_hdf5,1,12,28,120,8,50000000,16384,4096,3.594323,1.992667,1.479127,7.843545,0.000027,50000000,3200000000,1,6374668.978086,1.000000
single_hdf5_mpi1_b16384_c16384_cuts4_t4_rep0,single_hdf5,1,4,28,120,4,599837,16384,16384,0.041198,0.023689,0.019770,0.093493,-0.010880,599837,38389568,1,6415863.931835,1.000000
single_hdf5_mpi1_b16384_c16384_cuts4_t8_rep0,single_hdf5,1,8,28,120,4,599837,16384,16384,0.043409,0.025573,0.019330,0.097980,-0.010880,599837,38389568,1,6122065.475850,1.000000
single_hdf5_mpi1_b16384_c16384_cuts4_t12_rep0,single_hdf5,1,12,28,120,4,599837,16384,16384,0.042541,0.024929,0.019300,0.096179,-0.010880,599837,38389568,1,6236682.494192,1.000000
single_hdf5_mpi1_b16384_c16384_cuts6_t4_rep0,single_hdf5,1,4,28,120,6,9597401,16384,16384,0.685280,0.393144,0.288846,1.519596,-0.015582,9597401,614233664,1,6315760.237373,1.000000
single_hdf5_mpi1_b16384_c16384_cuts6_t8_rep0,single_hdf5,1,8,28,120,6,9597401,16384,16384,0.686946,0.395949,0.290212,1.527776,-0.015582,9597401,614233664,1,6281940.791156,1.000000
single_hdf5_mpi1_b16384_c16384_cuts6_t12_rep0,single_hdf5,1,12,28,120,6,9597401,16384,16384,0.692833,0.393126,0.288988,1.525564,-0.015582,9597401,614233664,1,6291049.352488,1.000000
single_hdf5_mpi1_b16384_c16384_cuts8_t4_rep0,single_hdf5,1,4,28,120,8,50000000,16384,16384,3.535141,2.042196,1.490333,7.846051,0.000027,50000000,3200000000,1,6372632.906823,1.000000
single_hdf5_mpi1_b16384_c16384_cuts8_t8_rep0,single_hdf5,1,8,28,120,8,50000000,16384,16384,3.555825,2.039927,1.522221,7.896577,0.000027,50000000,3200000000,1,6331857.265331,1.000000
single_hdf5_mpi1_b16384_c16384_cuts8_t12_rep0,single_hdf5,1,12,28,120,8,50000000,16384,16384,3.579629,2.099686,1.503943,7.976769,0.000027,50000000,3200000000,1,6268202.209674,1.000000
single_hdf5_mpi1_b16384_c65536_cuts4_t4_rep0,single_hdf5,1,4,28,120,4,599837,16384,65536,0.040644,0.017975,0.015983,0.075935,-0.010880,599837,38389568,1,7899395.043487,1.000000
single_hdf5_mpi1_b16384_c65536_cuts4_t8_rep0,single_hdf5,1,8,28,120,4,599837,16384,65536,0.042477,0.018102,0.016559,0.078475,-0.010880,599837,38389568,1,7643680.965097,1.000000
single_hdf5_mpi1_b16384_c65536_cuts4_t12_rep0,single_hdf5,1,12,28,120,4,599837,16384,65536,0.044684,0.019010,0.016282,0.081371,-0.010880,599837,38389568,1,7371589.679516,1.000000
single_hdf5_mpi1_b16384_c65536_cuts6_t4_rep0,single_hdf5,1,4,28,120,6,9597401,16384,65536,0.673007,0.244352,0.255264,1.187274,-0.015582,9597401,614233664,1,8083558.533265,1.000000
single_hdf5_mpi1_b16384_c65536_cuts6_t8_rep0,single_hdf5,1,8,28,120,6,9597401,16384,65536,0.681669,0.262644,0.258658,1.217941,-0.015582,9597401,614233664,1,7880021.734716,1.000000
single_hdf5_mpi1_b16384_c65536_cuts6_t12_rep0,single_hdf5,1,12,28,120,6,9597401,16384,65536,0.698805,0.243805,0.257777,1.214979,-0.015582,9597401,614233664,1,7899234.181203,1.000000
single_hdf5_mpi1_b16384_c65536_cuts8_t4_rep0,single_hdf5,1,4,28,120,8,50000000,16384,65536,3.579144,1.337757,1.396118,6.389166,0.000027,50000000,3200000000,1,7825746.918155,1.000000
single_hdf5_mpi1_b16384_c65536_cuts8_t8_rep0,single_hdf5,1,8,28,120,8,50000000,16384,65536,3.564341,1.334004,1.330796,6.304830,0.000027,50000000,3200000000,1,7930427.476354,1.000000
single_hdf5_mpi1_b16384_c65536_cuts8_t12_rep0,single_hdf5,1,12,28,120,8,50000000,16384,65536,3.608424,1.252412,1.331353,6.266009,0.000027,50000000,3200000000,1,7979561.307428,1.000000
multi_file_mpi1_b1024_c4096_cuts4_t4_rep0,multi_file,1,4,28,120,4,599837,1024,4096,0.046041,0.000012,0.000000,0.046617,0.000000,599837,38389568,0,12867480.887564,0.000000
multi_file_mpi1_b1024_c4096_cuts4_t8_rep0,multi_file,1,8,28,120,4,599837,1024,4096,0.048344,0.000012,0.000000,0.048847,0.000000,599837,38389568,0,12279890.702203,0.000000
multi_file_mpi1_b1024_c4096_cuts4_t12_rep0,multi_file,1,12,28,120,4,599837,1024,4096,0.053862,0.000011,0.000000,0.054373,0.000000,599837,38389568,0,11031922.885326,0.000000
multi_file_mpi1_b1024_c4096_cuts6_t4_rep0,multi_file,1,4,28,120,6,9597401,1024,4096,0.672120,0.000180,0.000000,0.679993,0.000000,9597401,614233664,0,14113974.359058,0.000000
multi_file_mpi1_b1024_c4096_cuts6_t8_rep0,multi_file,1,8,28,120,6,9597401,1024,4096,0.741302,0.000182,0.000000,0.749053,0.000000,9597401,614233664,0,12812713.741566,0.000000
multi_file_mpi1_b1024_c4096_cuts6_t12_rep0,multi_file,1,12,28,120,6,9597401,1024,4096,0.826359,0.000178,0.000000,0.834230,0.000000,9597401,614233664,0,11504504.134449,0.000000
multi_file_mpi1_b1024_c4096_cuts8_t4_rep0,multi_file,1,4,28,120,8,50000000,1024,4096,3.476061,0.000938,0.000000,3.516986,0.000000,50000000,3200000000,0,14216718.455101,0.000000
multi_file_mpi1_b1024_c4096_cuts8_t8_rep0,multi_file,1,8,28,120,8,50000000,1024,4096,3.890629,0.000950,0.000000,3.931324,0.000000,50000000,3200000000,0,12718361.555913,0.000000
multi_file_mpi1_b1024_c4096_cuts8_t12_rep0,multi_file,1,12,28,120,8,50000000,1024,4096,4.320451,0.000953,0.000000,4.361127,0.000000,50000000,3200000000,0,11464927.349993,0.000000
multi_file_mpi1_b1024_c16384_cuts4_t4_rep0,multi_file,1,4,28,120,4,599837,1024,16384,0.042118,0.000013,0.000000,0.042623,0.000000,599837,38389568,0,14072971.999962,0.000000
multi_file_mpi1_b1024_c16384_cuts4_t8_rep0,multi_file,1,8,28,120,4,599837,1024,16384,0.046533,0.000011,0.000000,0.047011,0.000000,599837,38389568,0,12759461.568620,0.000000
multi_file_mpi1_b1024_c16384_cuts4_t12_rep0,multi_file,1,12,28,120,4,599837,1024,16384,0.050561,0.000011,0.000000,0.051066,0.000000,599837,38389568,0,11746201.969261,0.000000
multi_file_mpi1_b1024_c16384_cuts6_t4_rep0,multi_file,1,4,28,120,6,9597401,1024,16384,0.667196,0.000181,0.000000,0.675106,0.000000,9597401,614233664,0,14216133.200500,0.000000
multi_file_mpi1_b1024_c16384_cuts6_t8_rep0,multi_file,1,8,28,120,6,9597401,1024,16384,0.744922,0.000183,0.000000,0.752903,0.000000,9597401,614233664,0,12747199.232466,0.000000
multi_file_mpi1_b1024_c16384_cuts6_t12_rep0,multi_file,1,12,28,120,6,9597401,1024,16384,0.830786,0.000180,0.000000,0.838259,0.000000,9597401,614233664,0,11449201.612363,0.000000
multi_file_mpi1_b1024_c16384_cuts8_t4_rep0,multi_file,1,4,28,120,8,50000000,1024,16384,3.506921,0.000951,0.000000,3.548494,0.000000,50000000,3200000000,0,14090482.895432,0.000000
multi_file_mpi1_b1024_c16384_cuts8_t8_rep0,multi_file,1,8,28,120,8,50000000,1024,16384,3.882006,0.000945,0.000000,3.922717,0.000000,50000000,3200000000,0,12746267.950421,0.000000
multi_file_mpi1_b1024_c16384_cuts8_t12_rep0,multi_file,1,12,28,120,8,50000000,1024,16384,4.322782,0.000929,0.000000,4.363435,0.000000,50000000,3200000000,0,11458862.789611,0.000000
multi_file_mpi1_b1024_c65536_cuts4_t4_rep0,multi_file,1,4,28,120,4,599837,1024,65536,0.041781,0.000011,0.000000,0.042292,0.000000,599837,38389568,0,14183063.827606,0.000000
multi_file_mpi1_b1024_c65536_cuts4_t8_rep0,multi_file,1,8,28,120,4,599837,1024,65536,0.046199,0.000011,0.000000,0.046688,0.000000,599837,38389568,0,12847700.780384,0.000000
multi_file_mpi1_b1024_c65536_cuts4_t12_rep0,multi_file,1,12,28,120,4,599837,1024,65536,0.052768,0.000011,0.000000,0.053267,0.000000,599837,38389568,0,11261022.491463,0.000000
multi_file_mpi1_b1024_c65536_cuts6_t4_rep0,multi_file,1,4,28,120,6,9597401,1024,65536,0.680989,0.000183,0.000000,0.688916,0.000000,9597401,614233664,0,13931171.889320,0.000000
multi_file_mpi1_b1024_c65536_cuts6_t8_rep0,multi_file,1,8,28,120,6,9597401,1024,65536,0.741622,0.000182,0.000000,0.749419,0.000000,9597401,614233664,0,12806455.862174,0.000000
multi_file_mpi1_b1024_c65536_cuts6_t12_rep0,multi_file,1,12,28,120,6,9597401,1024,65536,0.813953,0.000179,0.000000,0.821562,0.000000,9597401,614233664,0,11681890.567740,0.000000
multi_file_mpi1_b1024_c65536_cuts8_t4_rep0,multi_file,1,4,28,120,8,50000000,1024,65536,3.493768,0.000944,0.000000,3.535101,0.000000,50000000,3200000000,0,14143867.171445,0.000000
multi_file_mpi1_b1024_c65536_cuts8_t8_rep0,multi_file,1,8,28,120,8,50000000,1024,65536,3.877051,0.000947,0.000000,3.917699,0.000000,50000000,3200000000,0,12762591.992575,0.000000
multi_file_mpi1_b1024_c65536_cuts8_t12_rep0,multi_file,1,12,28,120,8,50000000,1024,65536,4.311653,0.000940,0.000000,4.351252,0.000000,50000000,3200000000,0,11490944.583069,0.000000
multi_file_mpi1_b4096_c4096_cuts4_t4_rep0,multi_file,1,4,28,120,4,599837,4096,4096,0.039641,0.000003,0.000000,0.040324,0.000000,599837,38389568,0,14875581.545299,0.000000
multi_file_mpi1_b4096_c4096_cuts4_t8_rep0,multi_file,1,8,28,120,4,599837,4096,4096,0.041226,0.000003,0.000000,0.041883,0.000000,599837,38389568,0,14321692.649934,0.000000
multi_file_mpi1_b4096_c4096_cuts4_t12_rep0,multi_file,1,12,28,120,4,599837,4096,4096,0.041820,0.000003,0.000000,0.042464,0.000000,599837,38389568,0,14125636.750690,0.000000
multi_file_mpi1_b4096_c4096_cuts6_t4_rep0,multi_file,1,4,28,120,6,9597401,4096,4096,0.624144,0.000046,0.000000,0.632611,0.000000,9597401,614233664,0,15171099.360653,0.000000
multi_file_mpi1_b4096_c4096_cuts6_t8_rep0,multi_file,1,8,28,120,6,9597401,4096,4096,0.645810,0.000045,0.000000,0.654247,0.000000,9597401,614233664,0,14669387.225763,0.000000
multi_file_mpi1_b4096_c4096_cuts6_t12_rep0,multi_file,1,12,28,120,6,9597401,4096,4096,0.658963,0.000044,0.000000,0.667301,0.000000,9597401,614233664,0,14382418.850547,0.000000
multi_file_mpi1_b4096_c4096_cuts8_t4_rep0,multi_file,1,4,28,120,8,50000000,4096,4096,3.247236,0.000239,0.000000,3.290485,0.000000,50000000,3200000000,0,15195326.464125,0.000000
multi_file_mpi1_b4096_c4096_cuts8_t8_rep0,multi_file,1,8,28,120,8,50000000,4096,4096,3.382570,0.000238,0.000000,3.426182,0.000000,50000000,3200000000,0,14593503.699902,0.000000
multi_file_mpi1_b4096_c4096_cuts8_t12_rep0,multi_file,1,12,28,120,8,50000000,4096,4096,3.440819,0.000243,0.000000,3.483611,0.000000,50000000,3200000000,0,14352921.339585,0.000000
multi_file_mpi1_b4096_c16384_cuts4_t4_rep0,multi_file,1,4,28,120,4,599837,4096,16384,0.039176,0.000003,0.000000,0.039821,0.000000,599837,38389568,0,15063290.671961,0.000000
multi_file_mpi1_b4096_c16384_cuts4_t8_rep0,multi_file,1,8,28,120,4,599837,4096,16384,0.041739,0.000003,0.000000,0.042400,0.000000,599837,38389568,0,14147128.418568,0.000000
multi_file_mpi1_b4096_c16384_cuts4_t12_rep0,multi_file,1,12,28,120,4,599837,4096,16384,0.041589,0.000003,0.000000,0.042254,0.000000,599837,38389568,0,14195932.058456,0.000000
multi_file_mpi1_b4096_c16384_cuts6_t4_rep0,multi_file,1,4,28,120,6,9597401,4096,16384,0.627006,0.000046,0.000000,0.635508,0.000000,9597401,614233664,0,15101934.942491,0.000000
multi_file_mpi1_b4096_c16384_cuts6_t8_rep0,multi_file,1,8,28,120,6,9597401,4096,16384,0.645107,0.000045,0.000000,0.653555,0.000000,9597401,614233664,0,14684908.928389,0.000000
multi_file_mpi1_b4096_c16384_cuts6_t12_rep0,multi_file,1,12,28,120,6,9597401,4096,16384,0.670465,0.000046,0.000000,0.678758,0.000000,9597401,614233664,0,14139646.656375,0.000000
multi_file_mpi1_b4096_c16384_cuts8_t4_rep0,multi_file,1,4,28,120,8,50000000,4096,16384,3.264326,0.000239,0.000000,3.308177,0.000000,50000000,3200000000,0,15114063.824982,0.000000
multi_file_mpi1_b4096_c16384_cuts8_t8_rep0,multi_file,1,8,28,120,8,50000000,4096,16384,3.365388,0.000238,0.000000,3.409005,0.000000,50000000,3200000000,0,14667034.963737,0.000000
multi_file_mpi1_b4096_c16384_cuts8_t12_rep0,multi_file,1,12,28,120,8,50000000,4096,16384,3.455738,0.000326,0.000000,3.498584,0.000000,50000000,3200000000,0,14291497.916089,0.000000
multi_file_mpi1_b4096_c65536_cuts4_t4_rep0,multi_file,1,4,28,120,4,599837,4096,65536,0.039509,0.000003,0.000000,0.040172,0.000000,599837,38389568,0,14931591.491479,0.000000
multi_file_mpi1_b4096_c65536_cuts4_t8_rep0,multi_file,1,8,28,120,4,599837,4096,65536,0.041156,0.000003,0.000000,0.041812,0.000000,599837,38389568,0,14346148.140171,0.000000
multi_file_mpi1_b4096_c65536_cuts4_t12_rep0,multi_file,1,12,28,120,4,599837,4096,65536,0.042080,0.000003,0.000000,0.042743,0.000000,599837,38389568,0,14033653.517038,0.000000
multi_file_mpi1_b4096_c65536_cuts6_t4_rep0,multi_file,1,4,28,120,6,9597401,4096,65536,0.624477,0.000046,0.000000,0.632888,0.000000,9597401,614233664,0,15164460.767227,0.000000
multi_file_mpi1_b4096_c65536_cuts6_t8_rep0,multi_file,1,8,28,120,6,9597401,4096,65536,0.649459,0.000045,0.000000,0.657874,0.000000,9597401,614233664,0,14588513.119605,0.000000
multi_file_mpi1_b4096_c65536_cuts6_t12_rep0,multi_file,1,12,28,120,6,9597401,4096,65536,0.660793,0.000046,0.000000,0.669248,0.000000,9597401,614233664,0,14340583.365559,0.000000
multi_file_mpi1_b4096_c65536_cuts8_t4_rep0,multi_file,1,4,28,120,8,50000000,4096,65536,3.271801,0.000238,0.000000,3.315741,0.000000,50000000,3200000000,0,15079585.373916,0.000000
multi_file_mpi1_b4096_c65536_cuts8_t8_rep0,multi_file,1,8,28,120,8,50000000,4096,65536,3.373549,0.000235,0.000000,3.416981,0.000000,50000000,3200000000,0,14632800.770491,0.000000
multi_file_mpi1_b4096_c65536_cuts8_t12_rep0,multi_file,1,12,28,120,8,50000000,4096,65536,3.456015,0.000235,0.000000,3.498769,0.000000,50000000,3200000000,0,14290741.249936,0.000000
multi_file_mpi1_b16384_c4096_cuts4_t4_rep0,multi_file,1,4,28,120,4,599837,16384,4096,0.038161,0.000001,0.000000,0.039206,0.000000,599837,38389568,0,15299693.920420,0.000000
multi_file_mpi1_b16384_c4096_cuts4_t8_rep0,multi_file,1,8,28,120,4,599837,16384,4096,0.039977,0.000001,0.000000,0.041013,0.000000,599837,38389568,0,14625508.405004,0.000000
multi_file_mpi1_b16384_c4096_cuts4_t12_rep0,multi_file,1,12,28,120,4,599837,16384,4096,0.041221,0.000001,0.000000,0.042291,0.000000,599837,38389568,0,14183484.041881,0.000000
multi_file_mpi1_b16384_c4096_cuts6_t4_rep0,multi_file,1,4,28,120,6,9597401,16384,4096,0.609503,0.000014,0.000000,0.618676,0.000000,9597401,614233664,0,15512818.515999,0.000000
multi_file_mpi1_b16384_c4096_cuts6_t8_rep0,multi_file,1,8,28,120,6,9597401,16384,4096,0.624071,0.000013,0.000000,0.633863,0.000000,9597401,614233664,0,15141132.277115,0.000000
multi_file_mpi1_b16384_c4096_cuts6_t12_rep0,multi_file,1,12,28,120,6,9597401,16384,4096,0.629016,0.000013,0.000000,0.638592,0.000000,9597401,614233664,0,15029006.281328,0.000000
multi_file_mpi1_b16384_c4096_cuts8_t4_rep0,multi_file,1,4,28,120,8,50000000,16384,4096,3.186718,0.000072,0.000000,3.234684,0.000000,50000000,3200000000,0,15457461.817239,0.000000
multi_file_mpi1_b16384_c4096_cuts8_t8_rep0,multi_file,1,8,28,120,8,50000000,16384,4096,3.251243,0.000066,0.000000,3.299295,0.000000,50000000,3200000000,0,15154752.647546,0.000000
multi_file_mpi1_b16384_c4096_cuts8_t12_rep0,multi_file,1,12,28,120,8,50000000,16384,4096,3.268993,0.000068,0.000000,3.316774,0.000000,50000000,3200000000,0,15074888.288354,0.000000
multi_file_mpi1_b16384_c16384_cuts4_t4_rep0,multi_file,1,4,28,120,4,599837,16384,16384,0.038644,0.000001,0.000000,0.039714,0.000000,599837,38389568,0,15103845.373559,0.000000
multi_file_mpi1_b16384_c16384_cuts4_t8_rep0,multi_file,1,8,28,120,4,599837,16384,16384,0.039109,0.000001,0.000000,0.040224,0.000000,599837,38389568,0,14912504.450106,0.000000
multi_file_mpi1_b16384_c16384_cuts4_t12_rep0,multi_file,1,12,28,120,4,599837,16384,16384,0.039264,0.000001,0.000000,0.040304,0.000000,599837,38389568,0,14882767.597266,0.000000
multi_file_mpi1_b16384_c16384_cuts6_t4_rep0,multi_file,1,4,28,120,6,9597401,16384,16384,0.609794,0.000016,0.000000,0.618902,0.000000,9597401,614233664,0,15507134.589129,0.000000
multi_file_mpi1_b16384_c16384_cuts6_t8_rep0,multi_file,1,8,28,120,6,9597401,16384,16384,0.620524,0.000016,0.000000,0.630185,0.000000,9597401,614233664,0,15229494.835516,0.000000
multi_file_mpi1_b16384_c16384_cuts6_t12_rep0,multi_file,1,12,28,120,6,9597401,16384,16384,0.625782,0.000030,0.000000,0.635214,0.000000,9597401,614233664,0,15108917.765669,0.000000
multi_file_mpi1_b16384_c16384_cuts8_t4_rep0,multi_file,1,4,28,120,8,50000000,16384,16384,3.281162,0.000069,0.000000,3.330450,0.000000,50000000,3200000000,0,15012985.318009,0.000000
multi_file_mpi1_b16384_c16384_cuts8_t8_rep0,multi_file,1,8,28,120,8,50000000,16384,16384,3.264552,0.000084,0.000000,3.312650,0.000000,50000000,3200000000,0,15093657.872303,0.000000
multi_file_mpi1_b16384_c16384_cuts8_t12_rep0,multi_file,1,12,28,120,8,50000000,16384,16384,3.262412,0.000067,0.000000,3.309254,0.000000,50000000,3200000000,0,15109145.956226,0.000000
multi_file_mpi1_b16384_c65536_cuts4_t4_rep0,multi_file,1,4,28,120,4,599837,16384,65536,0.039139,0.000001,0.000000,0.040227,0.000000,599837,38389568,0,14911376.006903,0.000000
multi_file_mpi1_b16384_c65536_cuts4_t8_rep0,multi_file,1,8,28,120,4,599837,16384,65536,0.038666,0.000001,0.000000,0.039742,0.000000,599837,38389568,0,15093200.678372,0.000000
multi_file_mpi1_b16384_c65536_cuts4_t12_rep0,multi_file,1,12,28,120,4,599837,16384,65536,0.039947,0.000001,0.000000,0.041064,0.000000,599837,38389568,0,14607281.833624,0.000000
multi_file_mpi1_b16384_c65536_cuts6_t4_rep0,multi_file,1,4,28,120,6,9597401,16384,65536,0.628184,0.000012,0.000000,0.637696,0.000000,9597401,614233664,0,15050120.011891,0.000000
multi_file_mpi1_b16384_c65536_cuts6_t8_rep0,multi_file,1,8,28,120,6,9597401,16384,65536,0.626687,0.000013,0.000000,0.636202,0.000000,9597401,614233664,0,15085451.227311,0.000000
multi_file_mpi1_b16384_c65536_cuts6_t12_rep0,multi_file,1,12,28,120,6,9597401,16384,65536,0.630402,0.000012,0.000000,0.639950,0.000000,9597401,614233664,0,14997115.679957,0.000000
multi_file_mpi1_b16384_c65536_cuts8_t4_rep0,multi_file,1,4,28,120,8,50000000,16384,65536,3.185642,0.000084,0.000000,3.231902,0.000000,50000000,3200000000,0,15470767.791955,0.000000
multi_file_mpi1_b16384_c65536_cuts8_t8_rep0,multi_file,1,8,28,120,8,50000000,16384,65536,3.256986,0.000074,0.000000,3.304442,0.000000,50000000,3200000000,0,15131147.183070,0.000000
multi_file_mpi1_b16384_c65536_cuts8_t12_rep0,multi_file,1,12,28,120,8,50000000,16384,65536,3.270855,0.000060,0.000000,3.318224,0.000000,50000000,3200000000,0,15068300.766465,0.000000
memory_mpi2_b1024_c4096_cuts4_t4_rep0,memory,2,4,28,120,4,599837,1024,4096,0.022161,0.013532,0.000863,0.036754,-0.010880,299919,38389568,0,16320169.236082,18.305603
memory_mpi2_b1024_c4096_cuts4_t8_rep0,memory,2,8,28,120,4,599837,1024,4096,0.026109,0.013628,0.000699,0.040636,-0.010880,299919,38389568,0,15224469.406161,18.305603
memory_mpi2_b1024_c4096_cuts4_t12_rep0,memory,2,12,28,120,4,599837,1024,4096,0.028515,0.013487,0.000838,0.042922,-0.010880,299919,38389568,0,14000712.036305,18.305603
memory_mpi2_b1024_c4096_cuts6_t4_rep0,memory,2,4,28,120,6,9597401,1024,4096,0.351733,0.224097,0.014197,0.593089,-0.015582,4798701,614233664,0,16182046.837813,292.889465
memory_mpi2_b1024_c4096_cuts6_t8_rep0,memory,2,8,28,120,6,9597401,1024,4096,0.395127,0.224850,0.019263,0.641543,-0.015582,4798701,614233664,0,14959876.736888,292.889465
memory_mpi2_b1024_c4096_cuts6_t12_rep0,memory,2,12,28,120,6,9597401,1024,4096,0.434168,0.224501,0.016538,0.677574,-0.015582,4798701,614233664,0,14189818.552390,292.889465
memory_mpi2_b1024_c4096_cuts8_t4_rep0,memory,2,4,28,120,8,50000000,1024,4096,1.814685,0.983107,0.075102,2.887796,0.000027,25000000,3200000000,0,17314244.888998,1525.878906
memory_mpi2_b1024_c4096_cuts8_t8_rep0,memory,2,8,28,120,8,50000000,1024,4096,2.076129,1.017598,0.076791,3.186388,0.000027,25000000,3200000000,0,15691746.865605,1525.878906
memory_mpi2_b1024_c4096_cuts8_t12_rep0,memory,2,12,28,120,8,50000000,1024,4096,2.333478,1.025947,0.080124,3.455643,0.000027,25000000,3200000000,0,14469086.182435,1525.878906
memory_mpi2_b1024_c16384_cuts4_t4_rep0,memory,2,4,28,120,4,599837,1024,16384,0.021871,0.013964,0.000858,0.036619,-0.010880,299919,38389568,0,16380285.142474,18.305603
memory_mpi2_b1024_c16384_cuts4_t8_rep0,memory,2,8,28,120,4,599837,1024,16384,0.024700,0.013474,0.000987,0.039376,-0.010880,299919,38389568,0,15233698.275318,18.305603
memory_mpi2_b1024_c16384_cuts4_t12_rep0,memory,2,12,28,120,4,599837,1024,16384,0.028209,0.013195,0.000850,0.042118,-0.010880,299919,38389568,0,14333572.068091,18.305603
memory_mpi2_b1024_c16384_cuts6_t4_rep0,memory,2,4,28,120,6,9597401,1024,16384,0.350395,0.224838,0.016577,0.593849,-0.015582,4798701,614233664,0,16161362.541173,292.889465
memory_mpi2_b1024_c16384_cuts6_t8_rep0,memory,2,8,28,120,6,9597401,1024,16384,0.392251,0.226146,0.013360,0.634812,-0.015582,4798701,614233664,0,15118484.418329,292.889465
memory_mpi2_b1024_c16384_cuts6_t12_rep0,memory,2,12,28,120,6,9597401,1024,16384,0.433997,0.224486,0.015569,0.676231,-0.015582,4798701,614233664,0,14208663.587744,292.889465
memory_mpi2_b1024_c16384_cuts8_t4_rep0,memory,2,4,28,120,8,50000000,1024,16384,1.811716,0.981035,0.076555,2.885112,0.000027,25000000,3200000000,0,17330347.812133,1525.878906
memory_mpi2_b1024_c16384_cuts8_t8_rep0,memory,2,8,28,120,8,50000000,1024,16384,2.039093,1.004302,0.077159,3.135928,0.000027,25000000,3200000000,0,15944245.915977,1525.878906
memory_mpi2_b1024_c16384_cuts8_t12_rep0,memory,2,12,28,120,8,50000000,1024,16384,2.271447,0.993887,0.075593,3.350081,0.000027,25000000,3200000000,0,14925013.722177,1525.878906
memory_mpi2_b1024_c65536_cuts4_t4_rep0,memory,2,4,28,120,4,599837,1024,65536,0.021974,0.014738,0.000956,0.037832,-0.010880,299919,38389568,0,15855304.293765,18.305603
memory_mpi2_b1024_c65536_cuts4_t8_rep0,memory,2,8,28,120,4,599837,1024,65536,0.025071,0.012796,0.000938,0.038987,-0.010880,299919,38389568,0,15385590.070109,18.305603
memory_mpi2_b1024_c65536_cuts4_t12_rep0,memory,2,12,28,120,4,599837,1024,65536,0.028113,0.013923,0.000945,0.042791,-0.010880,299919,38389568,0,14017756.162548,18.305603
